class,age,expID,sessionID,filename,valid
dog,7,cdmrunv3,1533943402826.png,dog_sketch_age7_cdm_run_v31533943402826.png,1
tree,2,cdmrunv3,1533418183678.png,tree_sketch_age2_cdm_run_v31533418183678.png,1
phone,10,cdmrunv3,1531929599672.png,phone_sketch_age10_cdm_run_v31531929599672.png,1
tree,10,cdmrunv3,1533935037786.png,tree_sketch_age10_cdm_run_v31533935037786.png,1
chair,2,cdmrunv3,1529177200369.png,chair_sketch_age2_cdm_run_v31529177200369.png,1
car,4,cdmrunv3,1533322361424.png,car_sketch_age4_cdm_run_v31533322361424.png,1
cup,3,cdmrunv3,1533672440996.png,cup_sketch_age3_cdm_run_v31533672440996.png,1
bowl,8,cdmrunv3,1528743599209.png,bowl_sketch_age8_cdm_run_v31528743599209.png,1
cat,2,cdmrunv4,1541709421834.png,cat_sketch_age2_cdm_run_v41541709421834.png,1
cat,3,cdmrunv4,1538859634008.png,cat_sketch_age3_cdm_run_v41538859634008.png,1
train,3,cdmrunv4,1536698494162.png,train_sketch_age3_cdm_run_v41536698494162.png,1
house,6,cdmrunv3,1533325141650.png,house_sketch_age6_cdm_run_v31533325141650.png,1
sheep,9,cdmrunv4,1541367614243.png,sheep_sketch_age9_cdm_run_v41541367614243.png,1
train,2,cdmrunv4,1537384859050.png,train_sketch_age2_cdm_run_v41537384859050.png,1
person,3,cdmrunv3,1525904067360.png,person_sketch_age3_cdm_run_v31525904067360.png,1
rabbit,10,cdmrunv3,1528749906104.png,rabbit_sketch_age10_cdm_run_v31528749906104.png,1
cup,6,cdmrunv3,1534110873366.png,cup_sketch_age6_cdm_run_v31534110873366.png,1
bear,5,cdmrunv4,1539974003261.png,bear_sketch_age5_cdm_run_v41539974003261.png,1
phone,4,cdmrunv4,1540419377199.png,phone_sketch_age4_cdm_run_v41540419377199.png,1
cup,2,cdmrunv3,1533934148388.png,cup_sketch_age2_cdm_run_v31533934148388.png,1
dog,3,cdmrunv3,1534621458784.png,dog_sketch_age3_cdm_run_v31534621458784.png,1
cup,4,cdmrunv3,1532465462021.png,cup_sketch_age4_cdm_run_v31532465462021.png,1
boat,6,cdmrunv3,1534461222995.png,boat_sketch_age6_cdm_run_v31534461222995.png,1
bird,5,cdmrunv3,1531953239905.png,bird_sketch_age5_cdm_run_v31531953239905.png,1
person,9,cdmrunv3,1526247467722.png,person_sketch_age9_cdm_run_v31526247467722.png,1
cup,4,cdmrunv3,1532715129943.png,cup_sketch_age4_cdm_run_v31532715129943.png,1
dog,6,cdmrunv3,1534365370913.png,dog_sketch_age6_cdm_run_v31534365370913.png,1
house,3,cdmrunv3,1533337689129.png,house_sketch_age3_cdm_run_v31533337689129.png,1
cup,8,cdmrunv3,1535234078296.png,cup_sketch_age8_cdm_run_v31535234078296.png,1
train,3,cdmrunv4,1541194883000.png,train_sketch_age3_cdm_run_v41541194883000.png,1
chair,5,cdmrunv3,1529452799035.png,chair_sketch_age5_cdm_run_v31529452799035.png,1
bird,7,cdmrunv3,1531952793335.png,bird_sketch_age7_cdm_run_v31531952793335.png,1
dog,5,cdmrunv3,1532637678672.png,dog_sketch_age5_cdm_run_v31532637678672.png,1
phone,3,cdmrunv4,1538941180939.png,phone_sketch_age3_cdm_run_v41538941180939.png,1
dog,7,cdmrunv3,1532726852504.png,dog_sketch_age7_cdm_run_v31532726852504.png,1
tree,7,cdmrunv3,1534272694998.png,tree_sketch_age7_cdm_run_v31534272694998.png,1
train,7,cdmrunv4,1540501686279.png,train_sketch_age7_cdm_run_v41540501686279.png,1
rabbit,5,cdmrunv3,1529350799269.png,rabbit_sketch_age5_cdm_run_v31529350799269.png,1
key,5,cdmrunv4,1541896767042.png,key_sketch_age5_cdm_run_v41541896767042.png,1
house,5,cdmrunv3,1533063333125.png,house_sketch_age5_cdm_run_v31533063333125.png,1
bike,7,cdmrunv3,1531954185970.png,bike_sketch_age7_cdm_run_v31531954185970.png,1
boat,5,cdmrunv3,1533578333379.png,boat_sketch_age5_cdm_run_v31533578333379.png,1
sheep,4,cdmrunv4,1537566219317.png,sheep_sketch_age4_cdm_run_v41537566219317.png,1
tree,8,cdmrunv3,1533241608392.png,tree_sketch_age8_cdm_run_v31533241608392.png,1
boat,4,cdmrunv3,1533676898644.png,boat_sketch_age4_cdm_run_v31533676898644.png,1
phone,9,cdmrunv3,1528839108193.png,phone_sketch_age9_cdm_run_v31528839108193.png,1
dog,8,cdmrunv3,1534025393566.png,dog_sketch_age8_cdm_run_v31534025393566.png,1
cat,6,cdmrunv4,1537641718492.png,cat_sketch_age6_cdm_run_v41537641718492.png,1
cup,8,cdmrunv3,1534794949914.png,cup_sketch_age8_cdm_run_v31534794949914.png,1
cat,5,cdmrunv4,1542056365807.png,cat_sketch_age5_cdm_run_v41542056365807.png,1
fish,6,cdmrunv3,1532805314914.png,fish_sketch_age6_cdm_run_v31532805314914.png,1
cat,2,cdmrunv4,1541107344483.png,cat_sketch_age2_cdm_run_v41541107344483.png,1
house,9,cdmrunv3,1532644511956.png,house_sketch_age9_cdm_run_v31532644511956.png,1
car,3,cdmrunv3,1526502079646.png,car_sketch_age3_cdm_run_v31526502079646.png,1
scissors,7,cdmrunv4,1541705391929.png,scissors_sketch_age7_cdm_run_v41541705391929.png,1
cup,7,cdmrunv3,1527789844695.png,cup_sketch_age7_cdm_run_v31527789844695.png,1
cat,8,cdmrunv4,1541274872129.png,cat_sketch_age8_cdm_run_v41541274872129.png,1
fish,2,cdmrunv3,1532807554781.png,fish_sketch_age2_cdm_run_v31532807554781.png,1
car,7,cdmrunv3,1534113078748.png,car_sketch_age7_cdm_run_v31534113078748.png,1
bike,10,cdmrunv3,1532120837108.png,bike_sketch_age10_cdm_run_v31532120837108.png,1
person,6,cdmrunv3,1533063763887.png,person_sketch_age6_cdm_run_v31533063763887.png,1
house,7,cdmrunv3,1526417564997.png,house_sketch_age7_cdm_run_v31526417564997.png,1
cup,3,cdmrunv3,1533157078866.png,cup_sketch_age3_cdm_run_v31533157078866.png,1
house,3,cdmrunv3,1533424042057.png,house_sketch_age3_cdm_run_v31533424042057.png,1
cup,8,cdmrunv3,1533234855582.png,cup_sketch_age8_cdm_run_v31533234855582.png,1
person,3,cdmrunv3,1526415298029.png,person_sketch_age3_cdm_run_v31526415298029.png,1
key,7,cdmrunv4,1542041999890.png,key_sketch_age7_cdm_run_v41542041999890.png,1
couch,4,cdmrunv3,1530733127648.png,couch_sketch_age4_cdm_run_v31530733127648.png,1
airplane,4,cdmrunv3,1530482097386.png,airplane_sketch_age4_cdm_run_v31530482097386.png,1
dog,3,cdmrunv3,1534629834230.png,dog_sketch_age3_cdm_run_v31534629834230.png,1
person,8,cdmrunv3,1533750663590.png,person_sketch_age8_cdm_run_v31533750663590.png,1
scissors,5,cdmrunv4,1541963880519.png,scissors_sketch_age5_cdm_run_v41541963880519.png,1
bowl,3,cdmrunv3,1531775181251.png,bowl_sketch_age3_cdm_run_v31531775181251.png,1
airplane,4,cdmrunv3,1529524328211.png,airplane_sketch_age4_cdm_run_v31529524328211.png,1
chair,3,cdmrunv3,1530313164406.png,chair_sketch_age3_cdm_run_v31530313164406.png,1
tree,3,cdmrunv3,1533508457079.png,tree_sketch_age3_cdm_run_v31533508457079.png,1
couch,7,cdmrunv3,1529187059841.png,couch_sketch_age7_cdm_run_v31529187059841.png,1
airplane,2,cdmrunv3,1530480824568.png,airplane_sketch_age2_cdm_run_v31530480824568.png,1
fish,2,cdmrunv3,1535133984389.png,fish_sketch_age2_cdm_run_v31535133984389.png,1
person,7,cdmrunv3,1534884454991.png,person_sketch_age7_cdm_run_v31534884454991.png,1
boat,4,cdmrunv3,1534801537754.png,boat_sketch_age4_cdm_run_v31534801537754.png,1
key,7,cdmrunv4,1541272274049.png,key_sketch_age7_cdm_run_v41541272274049.png,1
cat,4,cdmrunv4,1536958360927.png,cat_sketch_age4_cdm_run_v41536958360927.png,1
frog,5,cdmrunv4,1541181301543.png,frog_sketch_age5_cdm_run_v41541181301543.png,1
boat,4,cdmrunv3,1526592878172.png,boat_sketch_age4_cdm_run_v31526592878172.png,1
phone,2,cdmrunv4,1537737700861.png,phone_sketch_age2_cdm_run_v41537737700861.png,1
boat,5,cdmrunv3,1526254092272.png,boat_sketch_age5_cdm_run_v31526254092272.png,1
fish,8,cdmrunv3,1532545415363.png,fish_sketch_age8_cdm_run_v31532545415363.png,1
bird,10,cdmrunv3,1531507880328.png,bird_sketch_age10_cdm_run_v31531507880328.png,1
rabbit,6,cdmrunv3,1528747490464.png,rabbit_sketch_age6_cdm_run_v31528747490464.png,1
car,6,cdmrunv3,1533852014228.png,car_sketch_age6_cdm_run_v31533852014228.png,1
cup,2,cdmrunv3,1534627260730.png,cup_sketch_age2_cdm_run_v31534627260730.png,1
scissors,6,cdmrunv4,1541095337087.png,scissors_sketch_age6_cdm_run_v41541095337087.png,1
train,2,cdmrunv4,1537051858053.png,train_sketch_age2_cdm_run_v41537051858053.png,1
phone,4,cdmrunv3,1530735794677.png,phone_sketch_age4_cdm_run_v31530735794677.png,1
bowl,4,cdmrunv3,1528585199054.png,bowl_sketch_age4_cdm_run_v31528585199054.png,1
car,2,cdmrunv3,1535558399646.png,car_sketch_age2_cdm_run_v31535558399646.png,1
sheep,4,cdmrunv4,1536530951989.png,sheep_sketch_age4_cdm_run_v41536530951989.png,1
bike,7,cdmrunv3,1531338246387.png,bike_sketch_age7_cdm_run_v31531338246387.png,1
house,9,cdmrunv3,1533251095500.png,house_sketch_age9_cdm_run_v31533251095500.png,1
key,3,cdmrunv4,1540071870507.png,key_sketch_age3_cdm_run_v41540071870507.png,1
phone,3,cdmrunv4,1537646708990.png,phone_sketch_age3_cdm_run_v41537646708990.png,1
tree,5,cdmrunv3,1534714393295.png,tree_sketch_age5_cdm_run_v31534714393295.png,1
bear,4,cdmrunv4,1537656198436.png,bear_sketch_age4_cdm_run_v41537656198436.png,1
frog,4,cdmrunv4,1539469704607.png,frog_sketch_age4_cdm_run_v41539469704607.png,1
cat,5,cdmrunv4,1540064769867.png,cat_sketch_age5_cdm_run_v41540064769867.png,1
sheep,4,cdmrunv4,1540324175563.png,sheep_sketch_age4_cdm_run_v41540324175563.png,1
car,4,cdmrunv3,1533589389429.png,car_sketch_age4_cdm_run_v31533589389429.png,1
bike,5,cdmrunv3,1531943456950.png,bike_sketch_age5_cdm_run_v31531943456950.png,1
boat,5,cdmrunv3,1533771560093.png,boat_sketch_age5_cdm_run_v31533771560093.png,1
couch,3,cdmrunv3,1531953808318.png,couch_sketch_age3_cdm_run_v31531953808318.png,1
fish,3,cdmrunv3,1526762829294.png,fish_sketch_age3_cdm_run_v31526762829294.png,1
frog,5,cdmrunv4,1539109833392.png,frog_sketch_age5_cdm_run_v41539109833392.png,1
boat,6,cdmrunv3,1534361666531.png,boat_sketch_age6_cdm_run_v31534361666531.png,1
car,8,cdmrunv3,1532555117955.png,car_sketch_age8_cdm_run_v31532555117955.png,1
cat,10,cdmrunv4,1541371871934.png,cat_sketch_age10_cdm_run_v41541371871934.png,1
scissors,5,cdmrunv4,1539109833392.png,scissors_sketch_age5_cdm_run_v41539109833392.png,1
bowl,7,cdmrunv3,1528913633652.png,bowl_sketch_age7_cdm_run_v31528913633652.png,1
fish,7,cdmrunv3,1533414542620.png,fish_sketch_age7_cdm_run_v31533414542620.png,1
house,5,cdmrunv3,1532802171541.png,house_sketch_age5_cdm_run_v31532802171541.png,1
bear,2,cdmrunv4,1541363011385.png,bear_sketch_age2_cdm_run_v41541363011385.png,1
dog,10,cdmrunv3,1533940808652.png,dog_sketch_age10_cdm_run_v31533940808652.png,1
scissors,4,cdmrunv4,1539469704607.png,scissors_sketch_age4_cdm_run_v41539469704607.png,1
tree,5,cdmrunv3,1534454579169.png,tree_sketch_age5_cdm_run_v31534454579169.png,1
phone,3,cdmrunv3,1529533231799.png,phone_sketch_age3_cdm_run_v31529533231799.png,1
tree,7,cdmrunv3,1535919450357.png,tree_sketch_age7_cdm_run_v31535919450357.png,1
airplane,2,cdmrunv3,1528393568087.png,airplane_sketch_age2_cdm_run_v31528393568087.png,1
chair,5,cdmrunv3,1532212066778.png,chair_sketch_age5_cdm_run_v31532212066778.png,1
tree,9,cdmrunv3,1533506237294.png,tree_sketch_age9_cdm_run_v31533506237294.png,1
bike,3,cdmrunv3,1529447016526.png,bike_sketch_age3_cdm_run_v31529447016526.png,1
bike,6,cdmrunv3,1530747157999.png,bike_sketch_age6_cdm_run_v31530747157999.png,1
person,8,cdmrunv3,1534450636247.png,person_sketch_age8_cdm_run_v31534450636247.png,1
scissors,5,cdmrunv4,1541181301543.png,scissors_sketch_age5_cdm_run_v41541181301543.png,1
dog,4,cdmrunv3,1535740915288.png,dog_sketch_age4_cdm_run_v31535740915288.png,1
bike,7,cdmrunv3,1530401280143.png,bike_sketch_age7_cdm_run_v31530401280143.png,1
frog,6,cdmrunv4,1541095337087.png,frog_sketch_age6_cdm_run_v41541095337087.png,1
train,5,cdmrunv4,1542058373023.png,train_sketch_age5_cdm_run_v41542058373023.png,1
cat,7,cdmrunv4,1536518758194.png,cat_sketch_age7_cdm_run_v41536518758194.png,1
tree,8,cdmrunv3,1533763281995.png,tree_sketch_age8_cdm_run_v31533763281995.png,1
house,6,cdmrunv3,1532646358353.png,house_sketch_age6_cdm_run_v31532646358353.png,1
boat,3,cdmrunv3,1534019314439.png,boat_sketch_age3_cdm_run_v31534019314439.png,1
cup,8,cdmrunv3,1533851188116.png,cup_sketch_age8_cdm_run_v31533851188116.png,1
bowl,10,cdmrunv3,1529097599117.png,bowl_sketch_age10_cdm_run_v31529097599117.png,1
boat,5,cdmrunv3,1533924351945.png,boat_sketch_age5_cdm_run_v31533924351945.png,1
fish,4,cdmrunv3,1534721392552.png,fish_sketch_age4_cdm_run_v31534721392552.png,1
bird,3,cdmrunv3,1530566593366.png,bird_sketch_age3_cdm_run_v31530566593366.png,1
person,6,cdmrunv3,1526060998610.png,person_sketch_age6_cdm_run_v31526060998610.png,1
